x1,x2,y
-3.1416,0,1
-3.1427,-0.0036159,1
-3.1439,-0.0072344,1
-3.145,-0.010856,1
-3.1462,-0.014479,1
-3.1473,-0.018106,1
-3.1484,-0.021735,1
-3.1495,-0.025367,1
-3.1507,-0.029001,1
-3.1518,-0.032638,1
-3.1529,-0.036277,1
-3.154,-0.039919,1
-3.1551,-0.043564,1
-3.1562,-0.047211,1
-3.1573,-0.050861,1
-3.1584,-0.054514,1
-3.1595,-0.058169,1
-3.1605,-0.061826,1
-3.1616,-0.065487,1
-3.1627,-0.069149,1
-3.1638,-0.072815,1
-3.1648,-0.076482,1
-3.1659,-0.080153,1
-3.1669,-0.083826,1
-3.168,-0.087501,1
-3.169,-0.091179,1
-3.1701,-0.09486,1
-3.1711,-0.098543,1
-3.1722,-0.10223,1
-3.1732,-0.10592,1
-3.1742,-0.10961,1
-3.1752,-0.1133,1
-3.1763,-0.117,1
-3.1773,-0.12069,1
-3.1783,-0.12439,1
-3.1793,-0.1281,1
-3.1803,-0.1318,1
-3.1813,-0.13551,1
-3.1823,-0.13922,1
-3.1833,-0.14293,1
-3.1842,-0.14665,1
-3.1852,-0.15037,1
-3.1862,-0.15409,1
-3.1872,-0.15781,1
-3.1881,-0.16154,1
-3.1891,-0.16526,1
-3.19,-0.16899,1
-3.191,-0.17273,1
-3.1919,-0.17646,1
-3.1929,-0.1802,1
-3.1938,-0.18394,1
-3.1948,-0.18768,1
-3.1957,-0.19142,1
-3.1966,-0.19517,1
-3.1975,-0.19892,1
-3.1985,-0.20267,1
-3.1994,-0.20642,1
-3.2003,-0.21018,1
-3.2012,-0.21394,1
-3.2021,-0.2177,1
-3.203,-0.22146,1
-3.2039,-0.22523,1
-3.2048,-0.229,1
-3.2056,-0.23277,1
-3.2065,-0.23654,1
-3.2074,-0.24032,1
-3.2083,-0.24409,1
-3.2091,-0.24787,1
-3.21,-0.25166,1
-3.2108,-0.25544,1
-3.2117,-0.25923,1
-3.2125,-0.26302,1
-3.2134,-0.26681,1
-3.2142,-0.2706,1
-3.215,-0.2744,1
-3.2159,-0.27819,1
-3.2167,-0.28199,1
-3.2175,-0.2858,1
-3.2183,-0.2896,1
-3.2191,-0.29341,1
-3.2199,-0.29722,1
-3.2208,-0.30103,1
-3.2215,-0.30484,1
-3.2223,-0.30866,1
-3.2231,-0.31248,1
-3.2239,-0.3163,1
-3.2247,-0.32012,1
-3.2255,-0.32395,1
-3.2262,-0.32777,1
-3.227,-0.3316,1
-3.2278,-0.33543,1
-3.2285,-0.33927,1
-3.2293,-0.3431,1
-3.23,-0.34694,1
-3.2308,-0.35078,1
-3.2315,-0.35462,1
-3.2322,-0.35847,1
-3.233,-0.36232,1
-3.2337,-0.36617,1
-3.2344,-0.37002,1
-3.2351,-0.37387,1
-3.2358,-0.37772,1
-3.2365,-0.38158,1
-3.2372,-0.38544,1
-3.2379,-0.3893,1
-3.2386,-0.39317,1
-3.2393,-0.39703,1
-3.24,-0.4009,1
-3.2407,-0.40477,1
-3.2413,-0.40864,1
-3.242,-0.41252,1
-3.2427,-0.41639,1
-3.2433,-0.42027,1
-3.244,-0.42415,1
-3.2446,-0.42804,1
-3.2453,-0.43192,1
-3.2459,-0.43581,1
-3.2466,-0.4397,1
-3.2472,-0.44359,1
-3.2478,-0.44748,1
-3.2484,-0.45137,1
-3.2491,-0.45527,1
-3.2497,-0.45917,1
-3.2503,-0.46307,1
-3.2509,-0.46697,1
-3.2515,-0.47088,1
-3.2521,-0.47479,1
-3.2527,-0.47869,1
-3.2533,-0.48261,1
-3.2538,-0.48652,1
-3.2544,-0.49043,1
-3.255,-0.49435,1
-3.2556,-0.49827,1
-3.2561,-0.50219,1
-3.2567,-0.50611,1
-3.2572,-0.51004,1
-3.2578,-0.51396,1
-3.2583,-0.51789,1
-3.2589,-0.52182,1
-3.2594,-0.52576,1
-3.2599,-0.52969,1
-3.2604,-0.53363,1
-3.261,-0.53756,1
-3.2615,-0.5415,1
-3.262,-0.54545,1
-3.2625,-0.54939,1
-3.263,-0.55334,1
-3.2635,-0.55728,1
-3.264,-0.56123,1
-3.2645,-0.56518,1
-3.2649,-0.56914,1
-3.2654,-0.57309,1
-3.2659,-0.57705,1
-3.2664,-0.58101,1
-3.2668,-0.58497,1
-3.2673,-0.58893,1
-3.2677,-0.59289,1
-3.2682,-0.59686,1
-3.2686,-0.60083,1
-3.2691,-0.6048,1
-3.2695,-0.60877,1
-3.2699,-0.61274,1
-3.2703,-0.61672,1
-3.2708,-0.62069,1
-3.2712,-0.62467,1
-3.2716,-0.62865,1
-3.272,-0.63264,1
-3.2724,-0.63662,1
-3.2728,-0.6406,1
-3.2732,-0.64459,1
-3.2736,-0.64858,1
-3.2739,-0.65257,1
-3.2743,-0.65656,1
-3.2747,-0.66056,1
-3.275,-0.66456,1
-3.2754,-0.66855,1
-3.2758,-0.67255,1
-3.2761,-0.67655,1
-3.2765,-0.68056,1
-3.2768,-0.68456,1
